street,city,state,zip,sales
301 W Grand Ave,Montvale,NJ,07645-1805,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 3259017834003, 'fips': '34003', 'apn': '3601902000000004', 'apnOrig': '3601902000000004', 'attomId': 32590178}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '4', 'lotsize1': 1.8, 'lotsize2': 78408, 'pooltype': 'NONE'}, 'area': {'blockNum': '1902', 'countrysecsubd': 'Bergen County', 'countyuse1': '4B', 'muncode': 'BE', 'munname': 'BERGEN', 'subdtractnum': '0', 'taxcodearea': '36'}, 'address': {'country': 'US', 'countrySubd': 'NJ', 'line1': '301 W GRAND AVE', 'line2': 'MONTVALE, NJ 07645', 'locality': 'Montvale', 'matchCode': 'ExaStr', 'oneLine': '301 W GRAND AVE, MONTVALE, NJ 07645', 'postal1': '07645', 'postal2': '1805', 'postal3': 'C007'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.054270', 'longitude': '-74.063381', 'distance': 0.0, 'geoid': 'CO34003, CS3447610, DB3410620, DB3412510, MT30004143, ND0001569824, ND0001570039, PL3447610, SB0000103059, SB0000103060, SB0000133249, ZI07645'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Industrial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'INDUSTRIAL (NEC)', 'yearbuilt': 0, 'propLandUse': 'INDUSTRIAL (NEC)', 'propIndicator': '50'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2016-1-28', 'saleTransDate': '2016-1-28', 'amount': {'saleamt': 0, 'salerecdate': '2016-2-5', 'saledisclosuretype': 0, 'saledocnum': '0021782442', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2016-1-28', 'saleTransDate': '2016-1-28', 'amount': {'saleamt': 550000, 'salerecdate': '2016-2-11', 'saledisclosuretype': 0, 'saledocnum': '0021840077', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-1-2', 'saleTransDate': '2007-1-2', 'amount': {'saleamt': 500000, 'salerecdate': '2007-1-9', 'saledisclosuretype': 0, 'saledocnum': '0000327401', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
3016 EASTMAN ROAD ,LONGVIEW,TX,75607,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 16607294448183, 'fips': '48183', 'apn': '000000024374', 'apnOrig': '24374', 'attomId': 166072944}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 4.0, 'lotsize2': 174240, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Gregg County', 'countyuse1': 'F1', 'muncode': 'GG', 'munname': 'GREGG', 'subdname': 'PARSONS JAMES A SUR', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'TX', 'line1': '3016 S EASTMAN RD', 'line2': 'LONGVIEW, TX 75602', 'locality': 'Longview', 'matchCode': 'ExaStr', 'oneLine': '3016 S EASTMAN RD, LONGVIEW, TX 75602', 'postal1': '75602', 'postal2': '4524', 'postal3': 'R001'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '32.456937', 'longitude': '-94.707237', 'distance': 0.0, 'geoid': 'CO48183, CS4892270, DB4828110, PL4843888, SB0000122281, SB0000122286, ZI75602'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Commercial', 'propsubtype': 'COMMERCIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 1974, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {}, 'building': {'size': {'bldgsize': 23650, 'grosssize': 23650, 'grosssizeadjusted': 23650, 'groundfloorsize': 10400, 'livingsize': 23650, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 23650}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'foundationtype': 'SLAB', 'wallType': 'SHINGLE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'COMMERCIAL', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2013-10-1', 'saleTransDate': '2013-10-1', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000020365', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-6-25', 'saleTransDate': '2012-6-25', 'amount': {'saleamt': 0, 'salerecdate': '2012-6-28', 'saledisclosuretype': 2, 'saledocnum': '0000011603', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
302 Nichols Dr ,Hutchins,TX,75141-4066,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
200 W Clinton St,Dover,NJ,07801-2651,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
3066 S Hoover Rd,Wichita,KS,67215-1219,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
305 Fairfield Avenue,Waterbury,CT,06708,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 20272533009009, 'fips': '09009', 'apn': 'M:0457 B:1068 L:0007', 'apnOrig': 'M0457B1068L0007', 'attomId': 202725330}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 1.56, 'lotsize2': 67954, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'New Haven County', 'countyuse1': '340', 'muncode': 'W3', 'munname': 'WATERBURY', 'subdtractnum': '0', 'taxcodearea': '312'}, 'address': {'country': 'US', 'countrySubd': 'CT', 'line1': '305 FAIRFIELD AVE', 'line2': 'WATERBURY, CT 06708', 'locality': 'Waterbury', 'matchCode': 'ExaStr', 'oneLine': '305 FAIRFIELD AVE, WATERBURY, CT 06708', 'postal1': '06708', 'postal2': '4062', 'postal3': 'C021'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.535342', 'longitude': '-73.060410', 'distance': 0.0, 'geoid': 'CO09009, CS0980070, DB0904830, MT30003910, ND0000363010, PL0980000, SB0000135167, SB0000135178, SB0000135185, ZI06708'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Office Building', 'propsubtype': 'RESIDENTIAL', 'proptype': 'OFFICE BUILDING', 'yearbuilt': 0, 'propLandUse': 'OFFICE BUILDING', 'propIndicator': '27'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'frameType': 'TYPE UNKNOWN'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-9-14', 'pubDate': '2018-9-14'}, 'salehistory': [{'salesearchdate': '2018-8-22', 'saleTransDate': '2018-8-22', 'amount': {'saleamt': 0, 'salerecdate': '2018-8-22', 'saledisclosuretype': 0, 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2018-8-22', 'saleTransDate': '2018-8-22', 'amount': {'saleamt': 0, 'salerecdate': '2018-8-22', 'saledisclosuretype': 0, 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2015-9-25', 'saleTransDate': '2015-9-25', 'amount': {'saleamt': 0, 'salerecdate': '2015-9-28', 'saledisclosuretype': 0, 'saledocnum': '7396-65', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2015-9-25', 'saleTransDate': '2015-9-25', 'amount': {'saleamt': 0, 'salerecdate': '2015-9-28', 'saledisclosuretype': 0, 'saledocnum': '7396-68', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-12-26', 'amount': {'saleamt': 1, 'salerecdate': '2012-12-26', 'saledisclosuretype': 0, 'saledocnum': '7013-316', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-12-26', 'amount': {'saleamt': 1, 'salerecdate': '2012-12-26', 'saledisclosuretype': 0, 'saledocnum': '7013-319', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-10-4', 'amount': {'saleamt': 40000, 'salerecdate': '2013-10-4', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
307 S Main St,Seaboard,NC,27876-9758,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
307 Walnut St,Forest City,IA,50436-2417,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
308 BROADWAY,KISSIMMEE,FL,34741,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
3087 250TH ST  ,DOON,IA,51235,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 29438092519119, 'fips': '19119', 'apn': '240002916400000', 'attomId': 294380925}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '1', 'lotsize1': 15.0, 'lotsize2': 653400}, 'area': {'countrysecsubd': 'Lyon County', 'countyuse1': '603'}, 'address': {'country': 'US', 'countrySubd': 'IA', 'line1': '3087 250TH ST', 'line2': 'DOON, IA 51235', 'locality': 'Doon', 'matchCode': 'ExaStr', 'oneLine': '3087 250TH ST, DOON, IA 51235', 'postal1': '51235', 'postal2': '8016', 'postal3': 'R002'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '43.286213', 'longitude': '-96.160274', 'distance': 0.0, 'geoid': 'CO19119, CS1991524, DB1906960, SB0000082075, SB0000082076, ZI51235'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Industrial', 'proptype': 'WAREHOUSE', 'yearbuilt': 1975, 'propLandUse': 'WAREHOUSE', 'propIndicator': '50'}, 'utilities': {'watertype': 'None'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 3600, 'groundfloorsize': 0, 'livingsize': 3600, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
31 Coates St,Trenton,NJ,08611-2903,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
31 Industrial Pkwy,Northvale,NJ,07647-2203,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
