street,city,state,zip,sales
432 CR 466,LADY LAKE,FL,32159,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1141 WEST CHESTER PIKE,HAVERTOWN,PA,19083,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2861 GA HWY 56 W,UVALDA,GA,30473,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1220 N MADISON AVE,BLANCHARD,OK,73010,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
4311 NEWMAN RD,JOPLIN,MO,64801,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
100 MAIN ST W,SILVER LAKE,MN,55381,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
6714 HWY 77 D,DAVIS,OK,73030,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1715 N BRITAIN RD,IRVING,TX,75061,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
16218 INTERSTATE 30,BENTON,AR,72015,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
76 N SYCAMORE ST,NEWTOWN,PA,18940,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1003 N ALABAMA AVE,OKMULGEE,OK,74447,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
440 S 13TH ST,CLINTON,OK,73601,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
612 WEST HOLLIS,HOLLIS,OK,73550,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
25 N CHANCELLOR ST,HEWTOWN,PA,18940,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1249 N STATE RTE 2,NEW MARTINSVILLE,WV,26155,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
13542 E NEBRASKA AVE,KINGSBURG,CA,93613,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
307 DEPOT ST,PLATTSBURG,MO,64477,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1001 SW BUCHANAN ST,TOPEKA,KS,66604,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
10601 N HUTTON RD,KANSAS CITY,KS,66109,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 24900615720209, 'fips': '20209', 'apn': '945902', 'attomId': 249006157}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '2', 'lotsize1': 2.92, 'lotsize2': 127195}, 'area': {'countrysecsubd': 'Wyandotte County', 'countyuse1': '6610    ', 'muncode': 'WY', 'munname': 'WYANDOTTE'}, 'address': {'country': 'US', 'countrySubd': 'KS', 'line1': '10601 HUTTON RD', 'line2': 'KANSAS CITY, KS 66109', 'locality': 'Kansas City', 'matchCode': 'ExaStr', 'oneLine': '10601 HUTTON RD, KANSAS CITY, KS 66109', 'postal1': '66109'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '39.186674', 'longitude': '-94.825009', 'distance': 0.0, 'geoid': 'CO20209, CS2036000, DB2010680, MT30002068, ND0001515013, ND0001515095, PL2036000, SB0000088429, SB0000088430, SB0000088431, SB0000135317, ZI66109'}, 'summary': {'propclass': 'Exempt', 'proptype': 'RELIGIOUS', 'yearbuilt': 1986, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN', 'sewertype': 'Septic', 'watertype': 'Commercial'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 124146, 'groundfloorsize': 0, 'livingsize': 124146, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2015-1-28', 'saleTransDate': '2015-1-28', 'amount': {'saleamt': 0, 'salerecdate': '2015-1-29', 'saledisclosuretype': 2, 'saledocnum': '2015R01043', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2015-1-23', 'saleTransDate': '2015-1-23', 'amount': {'saleamt': 0, 'salerecdate': '2015-1-29', 'saledisclosuretype': 2, 'saledocnum': '2015R01042', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
3995 IRVING ST,DENVER,CO,80211,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
36 SOUTH 6TH STREET,ALLENTOWN,PA,18101,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
210 S 12TH ST,TEKAMAH,NE,68061,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
8137 STATE ROUTE 417,LITTLE GENESEE,NY,14754,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
109 N CHERRY ST,COMMERCE,OK,74339,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1545 4TH AVE NW,JAMESTOWN,ND,58401,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
212 E CHURCH STREET,WARREN,AR,71671,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
108 N WALNUT ST,PIERCE CITY,MO,65723,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
398 UNION CHAPEL RD,CEDAR CREEK,TX,78612,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
256 E RAYNE ST,TAHLEQUAH,OK,74464,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1402 E 4TH ST,CORINTH,MS,38835,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
125 HIGHWAY 37 N,TAYLORSVILLE,MS,39168,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1524 W MAIN ST,DURANT,OK,74701,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1712 SW C AVE,LAWTON,OK,73501,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
901 MAIN ST,PINEVILLE,LA,71360,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
403 WEST COLUMBIA ST,FARMINGTON,MO,63640,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2675 FM 2906,LONGVIEW,TX,75603,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1505 ROBINSON ST,JACKSON,MS,39209,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
211 E JASPER ST,VERSAILLES,MO,65084,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
307 E KAUFFMAN ST,CONGERVILLE,IL,61729,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
7696 STOKES WESTERNVILLE RD,WESTERNVILLE,NY,13486,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
3750 US RTE 209,STONE RIDGE,NY,12484,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
300 NORTH PENNSYLVANIA STREET,WEBB CITY,MO,64870,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2101 HEMPHILL ST,FORT WORTH,TX,76110,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
205 W LYTLE ST,FOSTORIA,OH,44830,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
25566 LAHSER RD,SOUTHFIELD,MI,48033,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
500 PLANT ST,UTICA,NY,13502,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
813 S NUECES,CAMP WOOD,TX,78833,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
431 DEWEY AVE,MAYNARD,MN,56260,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
251 POST RD,WAKEFIELD,RI,02879,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
106 CHEROKEE ST,TAFT,OK,74463,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2720 MORGAN HILL RD,EASTON,PA,18042,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
3722 WEST CHESTER PIKE,NEWTOWN SQUARE,PA,19073,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
151 CALOWELL DR,HAZLEHURST,MS,39083,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
320 STATE ST,WARSAW,MO,65355,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2101 OWEGO ROAD,VESTAL,NY,13850,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
17500 LIGHTHOUSE LN,LANSING,IL,60438,"{'status': {'version': '1.0.0', 'code': 211, 'msg': 'Success with results. Address positioning is approximate to the ZIP Code.', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 17586691617031, 'fips': '17031', 'apn': '29254000380000', 'apnOrig': '29254000380000', 'attomId': 175866916}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 1.9324, 'lotsize2': 84174, 'pooltype': 'NONE'}, 'area': {'blockNum': '1', 'countrysecsubd': 'Cook County', 'muncode': 'CO', 'munname': 'COOK', 'srvyRange': '14E', 'srvySection': '25', 'srvyTownship': '36N', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'IL', 'line1': '17500 LIGHTHOUSE LN', 'line2': 'LANSING, IL 60438', 'locality': 'Lansing', 'matchCode': 'ExaZip', 'oneLine': '17500 LIGHTHOUSE LN, LANSING, IL 60438', 'postal1': '60438', 'postal2': '1978', 'postal3': 'C007'}, 'location': {'accuracy': 'Zip5', 'elevation': 0.0, 'latitude': '41.567270', 'longitude': '-87.549950', 'distance': 0.0, 'geoid': 'CO17031, CS1775198, DB1722020, DB1738940, MT30001048, PL1742028, RS0000157383, SB0000086157, SB0000132064, SB0000132065, SB0000132067, ZI60438'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'RESIDENTIAL', 'proptype': 'PUBLIC (NEC)', 'yearbuilt': 0, 'propLandUse': 'PUBLIC (NEC)', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2014-11-19', 'saleTransDate': '2014-11-19', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '1432522054', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0021028957', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
1701 ST ANTHONY PKWY,MINNEAPOLIS,MN,55418,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
302-304 BUFFALO ST,GILMER,TX,75644,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
