street,city,state,zip,sales
607 G ST SW,WASHINGTON,DC,20024,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 19037625211001, 'fips': '11001', 'apn': '0467    0194', 'apnOrig': '4670194', 'attomId': 190376252}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '194', 'lotsize1': 0.0285, 'lotsize2': 1240, 'pooltype': 'NONE'}, 'area': {'blockNum': '467', 'countrysecsubd': 'District of Columbia', 'countyuse1': '024', 'muncode': 'WA', 'munname': 'DISTRICT OF COLUMBIA', 'subdname': 'NEW WILLIAMSBURG', 'subdtractnum': '0', 'taxcodearea': '1'}, 'address': {'country': 'US', 'countrySubd': 'DC', 'line1': '607 G ST SW', 'line2': 'WASHINGTON, DC 20024', 'locality': 'Washington', 'matchCode': 'ExaStr', 'oneLine': '607 G ST SW, WASHINGTON, DC 20024', 'postal1': '20024', 'postal2': '2439', 'postal3': 'C004'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '38.881417', 'longitude': '-77.020347', 'distance': 0.0, 'geoid': 'CO11001, CS1150000, DB1100030, MT30003897, ND0000585207, ND0004689290, PL1150000, SB0000077063, SB0000077101, SB0000077121, ZI20024'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Apartment', 'propsubtype': 'MISCELLANEOUS INDUSTRIAL', 'proptype': 'MULTI FAMILY DWELLING', 'yearbuilt': 1967, 'propLandUse': 'MULTI FAMILY DWELLING', 'propIndicator': '22'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN', 'heatingtype': 'FORCED AIR'}, 'building': {'size': {'bldgsize': 1640, 'grosssize': 1640, 'grosssizeadjusted': 1640, 'groundfloorsize': 0, 'livingsize': 1640, 'sizeInd': 'LIVING SQFT ', 'universalsize': 1640}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 3.5, 'bathsfull': 3, 'bathshalf': 1, 'bathstotal': 4.0, 'beds': 4, 'roomsTotal': 8}, 'interior': {'bsmtsize': 820, 'bsmttype': 'UNFINISHED', 'fplccount': 0}, 'construction': {'condition': 'GOOD', 'frameType': 'TYPE UNKNOWN', 'wallType': 'BRICK'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'MISCELLANEOUS INDUSTRIAL', 'levels': 2, 'mobileHomeInd': ' ', 'storyDesc': 'MISCELLANEOUS INDUSTRIAL', 'unitsCount': '0', 'yearbuilteffective': 2015}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2016-6-6', 'saleTransDate': '2016-6-6', 'amount': {'saleamt': 965000, 'salerecdate': '2016-6-13', 'saledisclosuretype': 0, 'saledocnum': '0000059389', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 241250, 'pricepersizeunit': 588}}]}]}"
815 w. Main St ,Whitewater ,WI,53190,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
201 N Hazel Street,Danville,IL,61832,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 21787811317183, 'fips': '17183', 'apn': '23-08-607-057', 'attomId': 217878113}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 0.0, 'lotsize2': 0}, 'area': {'countrysecsubd': 'Vermilion County', 'countyuse1': '0000    ', 'muncode': 'VE', 'munname': 'VERMILION', 'subdtractnum': '192'}, 'address': {'country': 'US', 'countrySubd': 'IL', 'line1': '201 N HAZEL ST', 'line2': 'DANVILLE, IL 61832', 'locality': 'Danville', 'matchCode': 'ExaStr', 'oneLine': '201 N HAZEL ST, DANVILLE, IL 61832', 'postal1': '61832', 'postal2': '4723', 'postal3': 'C041'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '40.128264', 'longitude': '-87.628431', 'distance': 0.0, 'geoid': 'CO17183, CS1718576, DB1711790, MT30001266, PL1718563, SB0000084455, SB0000084461, SB0000084462, ZI61832'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'proptype': 'TAX EXEMPT', 'yearbuilt': 0, 'propLandUse': 'TAX EXEMPT', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2006-5-26', 'saleTransDate': '2006-5-26', 'amount': {'saleamt': 60000, 'salerecdate': '2006-5-26', 'saledisclosuretype': 0, 'saledocnum': '0607306', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
2575 Kasota Avenue,Saint Paul,MN,55108,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
"7900 97th Street S, Cottage Grove, MN",South Saint Paul,MN,55075,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
10604 E 13TH ST N,Wichita,KS,67206,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
238 W Main St,Fort Wayne,IN,46802,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1505 W King St,Decatur,IL,62522,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2275 West 9th Ave,Hialeah,FL,33010,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
3912 NEWHALL DR,PLANO,TX,75023,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
49 BIRCHWOOD RD,EAST HARTFORD,CT,06118,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 5273409409003, 'fips': '09003', 'apn': 'M:56 L:164', 'apnOrig': 'M56L164', 'attomId': 52734094}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 0.28, 'lotsize2': 12197, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Hartford County', 'countyuse1': '101', 'muncode': 'E3', 'munname': 'EAST HARTFORD', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'CT', 'line1': '49 BIRCHWOOD RD', 'line2': 'EAST HARTFORD, CT 06118', 'locality': 'East Hartford', 'matchCode': 'ExaStr', 'oneLine': '49 BIRCHWOOD RD, EAST HARTFORD, CT 06118', 'postal1': '06118', 'postal2': '1701', 'postal3': 'C020'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.764335', 'longitude': '-72.592497', 'distance': 0.0, 'geoid': 'CO09003, CS0922630, DB0901260, MT30001826, PL0922700, SB0000076532, SB0000076533, SB0000076534, ZI06118'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Single Family Residence / Townhouse', 'propsubtype': 'RESIDENTIAL', 'proptype': 'SFR', 'yearbuilt': 1939, 'propLandUse': 'SFR', 'propIndicator': '10'}, 'utilities': {'coolingtype': 'TYPE UNKNOWN', 'heatingfuel': 'GAS', 'heatingtype': 'FORCED AIR'}, 'building': {'size': {'bldgsize': 2991, 'grosssize': 2991, 'grosssizeadjusted': 1518, 'groundfloorsize': 0, 'livingsize': 1518, 'sizeInd': 'LIVING SQFT ', 'universalsize': 1518}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 2.5, 'bathsfull': 2, 'bathshalf': 1, 'bathstotal': 3.0, 'beds': 3, 'roomsTotal': 6}, 'interior': {'bsmtsize': 0, 'fplccount': 1, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'constructiontype': 'WOOD FRAME', 'frameType': 'WOOD', 'roofcover': 'ASPHALT', 'wallType': 'VINYL'}, 'parking': {'garagetype': 'ALUMINUM', 'prkgSize': 0, 'prkgSpaces': '0', 'prkgType': 'COVERED CARPORT'}, 'summary': {'archStyle': 'CAPE COD', 'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 2, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '1', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2016-9-20', 'saleTransDate': '2016-9-20', 'amount': {'saleamt': 180000, 'salerecdate': '2016-10-19', 'saledisclosuretype': 0, 'saledocnum': '3642-163', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 60000, 'pricepersizeunit': 119}}, {'salesearchdate': '2014-8-29', 'amount': {'saleamt': 200000, 'salerecdate': '2014-8-29', 'saledisclosuretype': 0, 'saledocnum': '3488-39', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 66667, 'pricepersizeunit': 132}}, {'salesearchdate': '2006-2-27', 'amount': {'saleamt': 0, 'salerecdate': '2006-2-27', 'saledisclosuretype': 0, 'saledocnum': '2707-133', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-4-25', 'amount': {'saleamt': 0, 'salerecdate': '2007-4-25', 'saledisclosuretype': 0, 'saledocnum': '2892-306', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-11-3', 'amount': {'saleamt': 170000, 'salerecdate': '2009-11-3', 'saledisclosuretype': 0, 'saledocnum': '3136-170', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 56667, 'pricepersizeunit': 112}}, {'salesearchdate': '2013-7-25', 'amount': {'saleamt': 0, 'salerecdate': '2013-7-25', 'saledisclosuretype': 0, 'saletranstype': 'REO (Transfer to Lender)'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2013-8-15', 'amount': {'saleamt': 0, 'salerecdate': '2013-8-15', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2014-1-21', 'amount': {'saleamt': 113000, 'salerecdate': '2014-1-21', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 37667, 'pricepersizeunit': 74}}]}]}"
805 ANTIOCH RD,RED HOUSE,WV,25168,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
143 PINE ST,BRATTLEBORO,VT,05301,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 3413069550025, 'fips': '50025', 'apn': '08102515833', 'apnOrig': '8102515833', 'attomId': 34130695}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 0.26, 'lotsize2': 11326, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Windham County', 'countyuse1': 'R1', 'muncode': 'HA', 'munname': 'BRATTLEBORO', 'subdtractnum': '0', 'taxcodearea': '25'}, 'address': {'country': 'US', 'countrySubd': 'VT', 'line1': '143 PINE ST', 'line2': 'BRATTLEBORO, VT 05301', 'locality': 'Brattleboro', 'matchCode': 'ExaStr', 'oneLine': '143 PINE ST, BRATTLEBORO, VT 05301', 'postal1': '05301', 'postal2': '6497', 'postal3': 'C003'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.843845', 'longitude': '-72.561742', 'distance': 0.0, 'geoid': 'CO50025, CS5007900, DB5002490, DB5002520, PL5007975, SB0000127082, ZI05301'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Single Family Residence / Townhouse', 'propsubtype': 'HOUSE', 'proptype': 'SFR', 'yearbuilt': 1884, 'propLandUse': 'SFR', 'propIndicator': '10'}, 'utilities': {}, 'building': {'size': {'bldgsize': 2860, 'grosssize': 2860, 'grosssizeadjusted': 2860, 'groundfloorsize': 0, 'livingsize': 2860, 'sizeInd': 'LIVING SQFT ', 'universalsize': 2860}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 3.0, 'bathsfull': 3, 'bathshalf': 0, 'bathstotal': 3.0, 'beds': 4, 'roomsTotal': 13}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'constructiontype': 'WOOD FRAME', 'frameType': 'WOOD', 'wallType': 'FRAME SIDING'}, 'parking': {'garagetype': 'ATTACHED GARAGE', 'prkgSize': 0, 'prkgSpaces': '0', 'prkgType': 'GARAGE - ATTACHED'}, 'summary': {'bldgsNum': 0, 'bldgType': 'HOUSE', 'imprType': 'HOUSE', 'levels': 2, 'mobileHomeInd': ' ', 'storyDesc': 'HOUSE', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2007-8-17', 'amount': {'saleamt': 257900, 'salerecdate': '2007-8-17', 'saledisclosuretype': 0, 'saledocnum': '363-242', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 64475, 'pricepersizeunit': 90}}]}]}"
9327 Albemarle Rd,Charlotte,NC,28227-3329,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
93 GOVENOR BRADFORD RD,BARRINGTON,RI,02806,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 20307715844001, 'fips': '44001', 'apn': 'M:9 L:194', 'apnOrig': 'M9L194', 'attomId': 203077158}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 0.6117, 'lotsize2': 26646, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Bristol County', 'countyuse1': '101', 'muncode': 'BA', 'munname': 'BARRINGTON', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'RI', 'line1': '93 GOVERNOR BRADFORD DR', 'line2': 'BARRINGTON, RI 02806', 'locality': 'Barrington', 'matchCode': 'ExaStr', 'oneLine': '93 GOVERNOR BRADFORD DR, BARRINGTON, RI 02806', 'postal1': '02806', 'postal2': '4750', 'postal3': 'C005'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.727456', 'longitude': '-71.302111', 'distance': 0.0, 'geoid': 'CO44001, CS4405140, DB4400030, MT30003139, ND0001591801, SB0000115669, ZI02806'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Single Family Residence / Townhouse', 'propsubtype': 'RESIDENTIAL', 'proptype': 'SFR', 'yearbuilt': 1938, 'propLandUse': 'SFR', 'propIndicator': '10'}, 'utilities': {'heatingfuel': 'OIL', 'heatingtype': 'STEAM'}, 'building': {'size': {'bldgsize': 6091, 'grosssize': 6091, 'grosssizeadjusted': 2609, 'groundfloorsize': 0, 'livingsize': 2609, 'sizeInd': 'LIVING SQFT ', 'universalsize': 2609}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 3.0, 'bathsfull': 3, 'bathshalf': 0, 'bathstotal': 3.0, 'beds': 3, 'roomsTotal': 9}, 'interior': {'bsmtsize': 1942, 'bsmttype': 'FINISHED', 'fplccount': 2, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'condition': 'GOOD', 'constructiontype': 'WOOD FRAME', 'frameType': 'WOOD', 'roofcover': 'ASPHALT', 'wallType': 'FRAME SIDING'}, 'parking': {'garagetype': 'ATTACHED GARAGE', 'prkgSize': 0, 'prkgSpaces': '0', 'prkgType': 'GARAGE - ATTACHED'}, 'summary': {'archStyle': 'COLONIAL', 'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 2, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2015-11-18', 'saleTransDate': '2015-11-18', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '1468-161', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-12-11', 'amount': {'saleamt': 1, 'salerecdate': '2007-12-11', 'saledisclosuretype': 0, 'saledocnum': '1067-69', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
923 S 1st St,Conroe,TX,77301-4386,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
