street,city,state,zip,sales
3 MAIN ST,STAFFORD SPRINGS,CT,06076,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 19478078209013, 'fips': '09013', 'apn': 'M:51 L:040', 'apnOrig': 'M51L040', 'attomId': 194780782}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 0.26, 'lotsize2': 11326, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Tolland County', 'countyuse1': '906', 'muncode': 'S9', 'munname': 'STAFFORD', 'subdtractnum': '0', 'taxcodearea': '414'}, 'address': {'country': 'US', 'countrySubd': 'CT', 'line1': '3 MAIN ST', 'line2': 'STAFFORD SPRINGS, CT 06076', 'locality': 'Stafford Springs', 'matchCode': 'ExaStr', 'oneLine': '3 MAIN ST, STAFFORD SPRINGS, CT 06076', 'postal1': '06076', 'postal2': '1442', 'postal3': 'C005'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.953771', 'longitude': '-72.303381', 'distance': 0.0, 'geoid': 'CO09013, CS0972090, DB0904290, PL0972300, SB0000076923, ZI06076'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'RESIDENTIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1878, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {'heatingfuel': 'OIL', 'heatingtype': 'FORCED AIR'}, 'building': {'size': {'bldgsize': 10168, 'grosssize': 10168, 'grosssizeadjusted': 5084, 'groundfloorsize': 0, 'livingsize': 5084, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 10168}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'GOOD', 'constructiontype': 'MASONRY', 'frameType': 'MASONRY', 'roofcover': 'ASPHALT', 'wallType': 'STUCCO'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 1, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '1', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2001-10-4', 'amount': {'saleamt': 0, 'salerecdate': '2001-10-4', 'saledisclosuretype': 0, 'saledocnum': '403-36', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-10-25', 'amount': {'saleamt': 0, 'salerecdate': '2012-10-25', 'saledisclosuretype': 0, 'saledocnum': '596-120', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
2000 S HILLSIDE ST,WICHITA,KS,67211,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1520 W WALL ST,GRAPEVINE,TX,76051,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 16764100348439, 'fips': '48439', 'apn': '40388980', 'apnOrig': '40388980', 'attomId': 167641003}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '1R1', 'lotsize1': 11.0492, 'lotsize2': 481302, 'pooltype': 'NONE'}, 'area': {'blockNum': '1', 'countrysecsubd': 'Tarrant County', 'countyuse1': 'F1', 'muncode': 'TA', 'munname': 'TARRANT', 'subdname': 'ABUNDANT LIFE ASSM OF GOD ADD', 'subdtractnum': '0', 'taxcodearea': '220'}, 'address': {'country': 'US', 'countrySubd': 'TX', 'line1': '1520 W WALL ST', 'line2': 'GRAPEVINE, TX 76051', 'locality': 'Grapevine', 'matchCode': 'ExaStr', 'oneLine': '1520 W WALL ST, GRAPEVINE, TX 76051', 'postal1': '76051', 'postal2': '3514', 'postal3': 'C015'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '32.938380', 'longitude': '-97.092376', 'distance': 0.0, 'geoid': 'CO48439, CS4892805, DB4821660, MT30004273, ND0004679705, PL4830644, SB0000120979, SB0000120982, SB0000120983, ZI76051'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Commercial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'COMMON AREA', 'yearbuilt': 1988, 'propLandUse': 'COMMON AREA', 'propIndicator': '20'}, 'utilities': {}, 'building': {'size': {'bldgsize': 32491, 'grosssize': 32491, 'grosssizeadjusted': 32491, 'groundfloorsize': 0, 'livingsize': 32491, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 32491}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 2, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2015-11-24', 'saleTransDate': '2015-11-24', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000264951', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2015-11-24', 'saleTransDate': '2015-11-24', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000264953', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2011-5-18', 'saleTransDate': '2011-5-18', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000117994', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2007-5-7', 'saleTransDate': '2007-5-7', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000172109', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2004-9-17', 'saleTransDate': '2004-9-17', 'amount': {'saleamt': 0, 'saledisclosuretype': 2, 'saledocnum': '0000319726', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
1204 3RD ST,FLORESVILLE,TX,78114,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
140 S GRAND AVE,POUGHKEEPSIE,NY,12603,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
318 E GARFIELD AVE,MARION,WI,54950,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 31046790255135, 'fips': '55135', 'apn': '32  02 73 24', 'attomId': 310467902}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 0.0, 'lotsize2': 0}, 'area': {'countrysecsubd': 'Waupaca County', 'subdname': 'MCDONALD & RAMSDELL ADD'}, 'address': {'country': 'US', 'countrySubd': 'WI', 'line1': '318 E GARFIELD AVE', 'line2': 'MARION, WI 54950', 'locality': 'Marion', 'matchCode': 'ExaStr', 'oneLine': '318 E GARFIELD AVE, MARION, WI 54950', 'postal1': '54950', 'postal2': '9710', 'postal3': 'R091'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '44.669003', 'longitude': '-88.883694', 'distance': 0.0, 'geoid': 'CO55135, CS5549400, DB5508730, PL5549400, SB0000129710, SB0000129711, ZI54950'}, 'summary': {'proptype': 'UNKNOWN', 'yearbuilt': 0, 'propLandUse': 'UNKNOWN', 'propIndicator': '0'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-8-17', 'pubDate': '2018-8-17'}, 'salehistory': [{'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
6400 W 26TH AVE,DENVER,CO,80214,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 14040386208059, 'fips': '08059', 'apn': '135544', 'apnOrig': '135544', 'attomId': 140403862}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '1', 'lotsize1': 3.694, 'lotsize2': 160911, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Jefferson County', 'countyuse1': '9159', 'muncode': 'JE', 'munname': 'JEFFERSON', 'srvyRange': '69', 'srvySection': '36', 'srvyTownship': '03', 'subdtractnum': '0', 'taxcodearea': '4014'}, 'address': {'country': 'US', 'countrySubd': 'CO', 'line1': '6400 W 26TH AVE', 'line2': 'EDGEWATER, CO 80214', 'locality': 'Edgewater', 'matchCode': 'ExaStr', 'oneLine': '6400 W 26TH AVE, EDGEWATER, CO 80214', 'postal1': '80214', 'postal2': '1067', 'postal3': 'C049'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '39.754690', 'longitude': '-105.067965', 'distance': 0.0, 'geoid': 'CO08059, CS0892641, DB0804800, MT30001324, ND0000119549, ND0004679672, PL0823135, SB0000075681, SB0000075729, ZI80214'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 1960, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {'heatingtype': 'HOT WATER'}, 'building': {'size': {'bldgsize': 28575, 'grosssize': 28575, 'grosssizeadjusted': 28575, 'groundfloorsize': 0, 'livingsize': 28575, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 28575}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 7762, 'bsmttype': 'UNFINISHED', 'fplccount': 2, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'constructiontype': 'STEEL', 'frameType': 'STEEL', 'wallType': 'STONE VENEER'}, 'parking': {'garagetype': 'ALUMINUM', 'prkgSize': 748, 'prkgSpaces': '0', 'prkgType': 'COVERED CARPORT'}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 7, 'mobileHomeInd': ' ', 'quality': 'EXCELLENT', 'storyDesc': 'COMMERCIAL', 'unitsCount': '2', 'yearbuilteffective': 1970}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2016-7-28', 'saleTransDate': '2016-7-28', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000074325', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-3-15', 'saleTransDate': '2012-3-15', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000028934', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-12-15', 'saleTransDate': '2009-12-15', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0000125821', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2009-4-30', 'saleTransDate': '2009-4-30', 'amount': {'saleamt': 750000, 'salerecdate': '2009-5-4', 'saledisclosuretype': 0, 'saledocnum': '0000039935', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 26}}]}]}"
459 HURLEY AVE,HURLEY,NY,12443,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
1934 BRIDGE ST,GRAND RAPIDS,MI,49504,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
326 E NORTH ST,APPLETON,WI,54911,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
905 N ROCKFORD PL,ARDMORE,OK,73401,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
